id,name,grade,subject,marks
35748,Kavya Trivedi,10,Computer Science,43
35749,Siddharth Kulkarni,11,Geography,67
35750,Kavya Choudhary,12,Computer Science,61
35751,Anjali Patel,11,Science,72
35752,Vikram Sharma,10,Geography,49
35753,Yash Desai,11,History,70
35754,Aditi Menon,12,Math,47
35755,Shreya Choudhary,12,History,60
35756,Vikram Bhat,10,History,71
35757,Dhruv Joshi,12,Science,50
35758,Sameer Bhat,10,Geography,91
35759,Priya Thakur,11,Math,50
35760,Karan Reddy,9,English,88
35761,Priya Thakur,10,English,61
35762,Ananya Gupta,9,Science,53
35763,Nisha Kulkarni,11,Computer Science,38
35764,Aarohi Gupta,10,Science,42
35765,Sneha Trivedi,10,Computer Science,50
35766,Sneha Iyer,11,History,98
35767,Yuvraj Kaur,12,Geography,63
35768,Karan Kumar,10,English,98
35769,Pallavi Bose,12,Science,95
35770,Ananya Reddy,10,Science,52
35771,Priya Menon,11,Science,99
35772,Meera Choudhary,10,Math,68
35773,Nisha Desai,10,English,98
35774,Sanya Thakur,12,English,50
35775,Kavya Thakur,12,English,64
35776,Pallavi Trivedi,12,History,47
35777,Neha Rao,9,Science,44
35778,Arjun Menon,11,Math,69
35779,Sneha Patel,9,Science,50
35780,Devansh Saxena,11,Math,46
35781,Nikhil Verma,9,English,99
35782,Gaurav Malhotra,9,Geography,61
35783,Yash Sharma,9,Geography,71
35784,Manav Singh,11,Science,66
35785,Sanya Choudhary,9,English,97
35786,Siddharth Reddy,9,Math,99
35787,Arjun Menon,9,Math,73
35788,Simran Reddy,10,Computer Science,81
35789,Vivek Chauhan,11,Science,88
35790,Arjun Kumar,12,Computer Science,95
35791,Manav Kulkarni,11,History,97
35792,Yash Agarwal,12,History,69
35793,Meera Bhat,11,Geography,85
35794,Pooja Sharma,12,English,95
35795,Kabir Chauhan,9,Math,55
35796,Sanya Kumar,11,Geography,90
35797,Anjali Verma,9,Math,39
35798,Karan Kumar,11,English,51
35799,Siddharth Sharma,11,Math,90
35800,Aryan Kumar,11,Science,86
35801,Arjun Menon,10,History,40
35802,Kabir Malhotra,12,Math,79
35803,Rahul Shah,9,Math,79
35804,Riya Trivedi,10,Geography,76
35805,Kavya Nambiar,9,Computer Science,86
35806,Pooja Sharma,12,English,42
35807,Pooja Reddy,12,Math,85
35808,Rajesh Gupta,9,Computer Science,74
35809,Arjun Choudhary,11,Geography,57
35810,Vivek Pillai,12,Math,35
35811,Yash Reddy,11,Math,83
35812,Siddharth Choudhary,11,Science,71
35813,Meera Gupta,11,English,69
35814,Dhruv Saxena,10,Math,45
35815,Rahul Saxena,10,Science,95
35816,Pooja Saxena,10,History,81
35817,Ishita Singh,9,History,77
35818,Yash Desai,11,Math,44
35819,Sneha Mehta,12,Geography,59
35820,Anjali Kapoor,12,Computer Science,50
35821,Aryan Verma,10,History,61
35822,Pallavi Reddy,12,History,59
35823,Manav Trivedi,9,History,90
35824,Dhruv Thakur,10,Computer Science,44
35825,Neha Mehta,10,English,74
35826,Yash Bose,9,Geography,44
35827,Sameer Nambiar,12,English,78
35828,Manav Trivedi,10,English,83
35829,Riya Choudhary,11,History,61
35830,Devansh Singh,10,History,54
35831,Ishita Singh,11,Geography,75
35832,Rohan Bose,9,Geography,58
35833,Sanya Singh,12,History,79
35834,Simran Desai,9,Math,63
35835,Kavya Saxena,11,Geography,57
35836,Rohan Verma,11,Geography,68
35837,Aryan Shah,9,Science,76
35838,Aarohi Rao,9,Computer Science,41
35839,Vikram Trivedi,12,Science,42
35840,Sneha Thakur,12,Geography,84
35841,Dhruv Menon,12,Science,57
35842,Amit Malhotra,11,Geography,76
35843,Devansh Iyer,9,Geography,63
35844,Ishita Kaur,11,Computer Science,90
35845,Rajesh Kulkarni,12,Science,72
35846,Shreya Verma,12,History,87
35847,Sneha Chauhan,10,Math,50
35848,Aarohi Singh,12,History,84
35849,Manav Nair,12,Computer Science,72
35850,Yash Agarwal,10,History,39
35851,Aarohi Saxena,10,English,100
35852,Vivek Choudhary,10,History,50
35853,Devansh Trivedi,11,Computer Science,84
35854,Sameer Thakur,12,English,90
35855,Sanya Trivedi,10,Geography,55
35856,Vivek Bose,11,Geography,65
35857,Riya Thakur,11,History,97
35858,Meera Mehta,11,History,70
35859,Karan Kapoor,11,Math,83
35860,Nikhil Bhat,9,Math,45
35861,Ishita Chauhan,9,Geography,51
35862,Meera Trivedi,9,Geography,35
35863,Siddharth Sharma,11,History,57
35864,Rajesh Thakur,10,Science,100
35865,Aditya Patel,10,English,62
35866,Pallavi Chauhan,12,Math,67
35867,Aarohi Reddy,12,English,36
35868,Dhruv Menon,10,Science,92
35869,Yuvraj Patel,10,Math,89
35870,Sneha Bhat,9,History,44
35871,Kabir Sharma,11,Computer Science,47
35872,Pallavi Gupta,12,Science,70
35873,Kabir Kulkarni,11,English,35
35874,Manav Gupta,10,Geography,80
35875,Shreya Rao,11,English,71
35876,Dhruv Kapoor,11,Geography,39
35877,Arjun Agarwal,10,Computer Science,85
35878,Yuvraj Krishnan,12,English,81
35879,Gaurav Trivedi,9,Math,89
35880,Neha Reddy,9,Science,96
35881,Nisha Rao,11,Computer Science,91
35882,Sneha Malhotra,11,Math,40
35883,Gaurav Shah,10,History,39
35884,Priya Saxena,9,Computer Science,76
35885,Rahul Verma,9,Science,77
35886,Yash Bose,10,Computer Science,81
35887,Sara Trivedi,10,Science,42
35888,Siddharth Thakur,11,History,42
35889,Priya Kaur,10,History,40
35890,Priya Gupta,11,English,49
35891,Divya Kulkarni,12,History,62
35892,Dhruv Sharma,10,History,57
35893,Nisha Kumar,9,Science,88
35894,Riya Trivedi,11,English,51
35895,Nisha Rao,11,Geography,84
35896,Aditi Choudhary,9,English,84
35897,Amit Singh,12,Computer Science,79
35898,Rahul Iyer,12,Geography,82
35899,Siddharth Pillai,9,English,37
35900,Simran Shah,12,English,42
35901,Yuvraj Bose,11,Computer Science,97
35902,Anjali Mehta,11,Science,57
35903,Aditi Rao,10,Math,61
35904,Aarohi Kaur,9,English,75
35905,Vivek Nair,10,Geography,54
35906,Pallavi Kulkarni,10,Science,73
35907,Simran Krishnan,12,Math,40
35908,Ishita Mehta,10,Geography,42
35909,Rohan Choudhary,11,Computer Science,46
35910,Kabir Gupta,12,English,48
35911,Arjun Bhat,11,History,79
35912,Sanya Kumar,11,History,75
35913,Sameer Chauhan,9,English,97
35914,Karan Bhat,11,Geography,48
35915,Aryan Bose,11,Math,81
35916,Karan Trivedi,12,Math,44
35917,Vikram Chauhan,12,English,45
35918,Rahul Malhotra,11,Computer Science,76
35919,Shreya Shah,12,Science,60
35920,Aditya Shah,10,Geography,69
35921,Neha Verma,10,Math,95
35922,Pooja Malhotra,12,Computer Science,91
35923,Kabir Krishnan,9,History,85
35924,Simran Reddy,12,Science,84
35925,Pallavi Reddy,9,Computer Science,53
35926,Rohan Joshi,11,Geography,44
35927,Vikram Shah,10,English,83
35928,Sneha Gupta,9,Math,75
35929,Nisha Gupta,10,English,57
35930,Pallavi Patel,9,Math,89
35931,Vikram Kaur,9,Computer Science,44
35932,Aarohi Chauhan,9,Computer Science,89
35933,Karan Kaur,9,Geography,45
35934,Tanya Choudhary,12,History,86
35935,Yuvraj Mehta,11,Geography,69
35936,Ananya Nair,9,Science,53
35937,Ananya Saxena,9,Computer Science,51
35938,Nikhil Shah,9,Geography,62
35939,Ishita Kaur,11,English,80
35940,Simran Kapoor,10,English,90
35941,Yuvraj Menon,10,Math,64
35942,Pooja Thakur,11,Math,98
35943,Gaurav Kapoor,9,Math,63
35944,Tanya Rao,9,History,52
35945,Sara Chauhan,11,Geography,77
35946,Amit Kapoor,9,History,91
35947,Sara Mehta,10,Science,94
35948,Rahul Agarwal,10,Computer Science,100
35949,Aarohi Choudhary,10,Science,56
35950,Arjun Bhat,10,Math,98
35951,Vikram Reddy,11,History,47
35952,Karan Choudhary,9,Geography,42
35953,Ishita Trivedi,11,Geography,53
35954,Aditi Iyer,11,Geography,60
35955,Priya Pillai,9,History,88
35956,Karan Kulkarni,11,Geography,91
35957,Nikhil Desai,10,English,72
35958,Vikram Patel,12,Science,38
35959,Nisha Nair,10,History,52
35960,Pooja Agarwal,11,Science,98
35961,Aditi Kaur,12,English,93
35962,Ananya Kumar,10,Geography,35
35963,Divya Thakur,9,Math,100
35964,Nikhil Joshi,10,Computer Science,92
35965,Gaurav Verma,11,History,77
35966,Aryan Trivedi,10,Geography,49
35967,Neha Saxena,9,Science,48
35968,Meera Iyer,12,English,80
35969,Vivek Pillai,10,History,40
35970,Divya Kaur,11,English,99
35971,Devansh Bhat,11,English,51
35972,Vivek Thakur,12,History,66
35973,Aditya Desai,12,Geography,48
35974,Aarohi Chauhan,9,English,52
35975,Nisha Gupta,9,Computer Science,87
35976,Sneha Menon,10,English,71
35977,Ananya Chauhan,10,Math,35
35978,Amit Sharma,10,Math,96
35979,Shreya Bhat,12,Science,98
35980,Yuvraj Bose,12,Science,35
35981,Vivek Agarwal,10,Computer Science,42
35982,Ananya Kumar,11,English,66
35983,Manav Iyer,12,Geography,95
35984,Divya Menon,12,Computer Science,48
35985,Simran Singh,11,Geography,38
35986,Manav Patel,11,Science,78
35987,Tanya Joshi,11,Math,58
35988,Devansh Sharma,9,History,35
35989,Tanya Sharma,10,English,53
35990,Meera Choudhary,9,Geography,58
35991,Aditya Trivedi,12,Science,38
35992,Yuvraj Chauhan,12,Math,97
35993,Meera Malhotra,9,Computer Science,67
35994,Aarohi Verma,10,Geography,68
35995,Sara Verma,9,Computer Science,64
35996,Neha Malhotra,12,History,73
35997,Shreya Pillai,9,English,74
35998,Riya Kapoor,12,Math,47
35999,Nikhil Agarwal,12,History,80
36000,Gaurav Chauhan,11,Math,46
36001,Arjun Verma,10,Geography,92
36002,Riya Thakur,9,History,77
36003,Yash Agarwal,12,Geography,44
36004,Sanya Rao,9,Computer Science,96
36005,Anjali Kumar,9,History,62
36006,Meera Mehta,10,Science,100
36007,Nisha Sharma,12,Science,39
36008,Nikhil Chauhan,9,Geography,71
36009,Sara Kaur,9,Science,40
36010,Siddharth Pillai,9,History,74
36011,Pooja Gupta,9,Science,73
36012,Pallavi Reddy,10,English,75
36013,Amit Choudhary,9,Science,82
36014,Shreya Saxena,10,Math,46
36015,Kavya Thakur,10,English,42
36016,Vivek Menon,12,Geography,39
36017,Karan Krishnan,9,Geography,78
36018,Vivek Patel,10,History,51
36019,Anjali Choudhary,11,Science,93
36020,Priya Desai,10,English,69
36021,Riya Singh,9,Math,57
36022,Priya Singh,10,Science,65
36023,Neha Joshi,9,Geography,67
36024,Devansh Pillai,10,Math,85
36025,Shreya Bhat,11,Math,75
36026,Anjali Choudhary,10,Geography,36
36027,Kavya Kumar,12,History,51
36028,Yash Bose,12,Science,95
36029,Nisha Menon,11,Math,37
36030,Kavya Bose,11,English,83
36031,Aryan Sharma,11,Science,60
36032,Aditya Verma,10,Science,40
36033,Kavya Singh,12,English,64
36034,Aditi Kaur,12,History,98
36035,Sameer Sharma,11,Math,37
36036,Dhruv Pillai,11,English,73
36037,Manav Bose,9,Math,70
36038,Vikram Choudhary,11,Science,64
36039,Siddharth Reddy,9,Computer Science,57
36040,Sneha Nair,9,Computer Science,72
36041,Shreya Trivedi,10,Geography,60
36042,Sara Rao,12,Science,74
36043,Ishita Saxena,9,Geography,69
36044,Meera Bose,12,English,44
36045,Sanya Choudhary,10,Geography,46
36046,Simran Shah,9,Geography,70
36047,Amit Singh,9,Geography,95
36048,Rajesh Singh,9,Geography,83
36049,Divya Bose,9,Computer Science,82
36050,Aarohi Verma,11,English,53
36051,Priya Verma,11,Computer Science,50
36052,Pooja Chauhan,10,Math,84
36053,Vikram Menon,11,Geography,99
36054,Kabir Shah,11,Science,94
36055,Yash Kumar,12,Math,56
36056,Siddharth Kulkarni,10,History,57
36057,Neha Kaur,10,Computer Science,51
36058,Vivek Bhat,9,Science,87
36059,Vikram Thakur,11,Math,55
36060,Vikram Nair,10,Geography,91
36061,Aditya Menon,10,Computer Science,45
36062,Shreya Krishnan,10,History,97
36063,Kabir Malhotra,10,Computer Science,76
36064,Meera Iyer,12,Computer Science,92
36065,Neha Mehta,9,History,83
36066,Rajesh Rao,9,Computer Science,93
36067,Shreya Bose,12,English,92
36068,Neha Joshi,12,English,52
36069,Siddharth Shah,11,Computer Science,43
36070,Manav Shah,11,History,46
36071,Aarohi Choudhary,9,Geography,74
36072,Nisha Sharma,11,English,47
36073,Ishita Mehta,10,Math,39
36074,Ananya Kulkarni,9,English,37
36075,Kavya Saxena,9,Math,85
36076,Rahul Rao,9,Math,91
36077,Ishita Kapoor,11,English,37
36078,Devansh Saxena,12,Computer Science,46
36079,Priya Verma,9,History,45
36080,Aditi Rao,11,Computer Science,85
36081,Neha Malhotra,9,Science,83
36082,Ananya Kulkarni,12,Math,87
36083,Sanya Pillai,10,Geography,65
36084,Priya Gupta,9,Geography,38
36085,Sameer Iyer,9,Science,42
36086,Arjun Malhotra,12,Computer Science,44
36087,Vikram Singh,11,Math,95
36088,Riya Krishnan,10,English,86
36089,Aarohi Nambiar,12,Geography,57
36090,Sneha Singh,11,Science,56
36091,Arjun Patel,10,History,35
36092,Karan Sharma,10,Science,44
36093,Sameer Patel,11,Math,51
36094,Neha Gupta,11,English,64
36095,Simran Malhotra,12,English,74
36096,Aditi Kapoor,12,Computer Science,67
36097,Sneha Krishnan,9,Math,60
36098,Aarohi Kapoor,12,Math,67
36099,Anjali Trivedi,12,Geography,40
36100,Anjali Sharma,9,English,56
36101,Aryan Sharma,10,Science,100
36102,Pallavi Agarwal,11,History,71
36103,Aditya Choudhary,11,History,86
36104,Divya Trivedi,12,Science,51
36105,Aarohi Kaur,11,Math,78
36106,Sameer Kumar,12,Math,42
36107,Aarohi Nambiar,10,Geography,92
36108,Pallavi Patel,12,Math,60
36109,Sameer Rao,11,Computer Science,45
36110,Aarohi Choudhary,10,Computer Science,59
36111,Divya Nambiar,9,Science,99
36112,Devansh Malhotra,12,Computer Science,96
36113,Priya Rao,9,Math,93
36114,Meera Nair,10,Science,63
36115,Divya Kaur,10,English,84
36116,Ananya Rao,11,Science,43
36117,Karan Desai,9,History,78
36118,Tanya Kaur,9,History,97
36119,Sara Saxena,12,English,64
36120,Pallavi Bose,10,English,68
36121,Ananya Desai,11,Math,59
36122,Amit Kapoor,10,Geography,98
36123,Gaurav Patel,10,English,89
36124,Divya Reddy,9,Geography,49
36125,Sameer Trivedi,11,Geography,62
36126,Dhruv Desai,9,English,97
36127,Vikram Kumar,9,Math,58
36128,Anjali Mehta,12,History,52
36129,Nikhil Thakur,12,Computer Science,95
36130,Rohan Sharma,10,Science,62
36131,Yuvraj Singh,10,Math,61
36132,Anjali Sharma,11,History,97
36133,Aryan Menon,12,Math,83
36134,Ananya Gupta,11,Science,49
36135,Divya Shah,12,English,48
36136,Neha Kapoor,9,Math,65
36137,Shreya Patel,10,Science,80
36138,Rohan Kapoor,11,Math,70
36139,Ananya Malhotra,9,Geography,86
36140,Nisha Singh,10,Computer Science,87
36141,Sanya Bose,12,Geography,81
36142,Divya Reddy,9,Computer Science,50
36143,Manav Pillai,12,Geography,85
36144,Devansh Gupta,11,Science,66
36145,Aarohi Kapoor,9,Geography,56
36146,Rajesh Sharma,9,Science,89
36147,Vivek Gupta,12,English,100
36148,Aarohi Sharma,12,English,82
36149,Neha Rao,9,History,42
36150,Kavya Reddy,12,Science,44
36151,Karan Chauhan,9,Geography,74
36152,Amit Kumar,12,Computer Science,60
36153,Ishita Kumar,10,Science,80
36154,Tanya Malhotra,9,Science,74
36155,Rohan Mehta,10,Computer Science,99
36156,Sneha Rao,11,Math,73
36157,Ishita Krishnan,12,Geography,61
36158,Neha Saxena,12,Science,79
36159,Yuvraj Krishnan,12,Science,67
36160,Sameer Kulkarni,10,Geography,82
36161,Divya Krishnan,9,Computer Science,82
36162,Karan Kapoor,11,History,45
36163,Ananya Rao,11,Computer Science,94
36164,Sanya Bhat,12,History,74
36165,Shreya Gupta,9,Computer Science,49
36166,Aryan Kapoor,12,History,84
36167,Tanya Trivedi,9,Computer Science,72
36168,Gaurav Menon,10,Science,57
36169,Yuvraj Nair,11,History,36
36170,Sneha Sharma,10,Science,74
36171,Karan Rao,9,English,42
36172,Devansh Bhat,10,History,88
36173,Ishita Thakur,9,Geography,45
36174,Yash Krishnan,11,Science,73
36175,Sara Kulkarni,11,History,67
36176,Shreya Menon,12,Math,37
36177,Kavya Sharma,11,Science,38
36178,Nikhil Rao,11,Science,53
36179,Aryan Trivedi,11,Science,47
36180,Sneha Reddy,12,History,52
36181,Dhruv Mehta,11,Computer Science,47
36182,Riya Trivedi,9,Science,85
36183,Anjali Rao,10,English,53
36184,Yash Bose,11,Math,38
36185,Sneha Sharma,9,English,67
36186,Aditya Bhat,10,Science,57
36187,Rahul Nair,9,English,96
36188,Amit Agarwal,9,History,46
36189,Aditi Reddy,12,Computer Science,42
36190,Siddharth Nambiar,11,Computer Science,66
36191,Simran Kaur,12,Geography,99
36192,Siddharth Kulkarni,9,Science,93
36193,Rahul Malhotra,9,Science,90
36194,Devansh Krishnan,9,Geography,74
36195,Neha Nambiar,9,English,58
36196,Sameer Kumar,10,Science,79
36197,Riya Menon,11,History,62
36198,Kavya Agarwal,11,History,56
36199,Aryan Nambiar,10,Computer Science,56
36200,Yash Gupta,10,Computer Science,83
36201,Sanya Kaur,10,Geography,95
36202,Devansh Nair,9,Math,98
36203,Yash Shah,10,Math,97
36204,Kabir Bhat,10,Science,49
36205,Sara Joshi,11,English,90
36206,Riya Bose,12,Math,76
36207,Gaurav Kumar,9,Geography,76
36208,Ananya Choudhary,10,English,62
36209,Sara Sharma,12,Computer Science,40
36210,Nikhil Kumar,10,Computer Science,39
36211,Pallavi Saxena,10,Geography,38
36212,Sara Nambiar,11,History,76
36213,Sanya Kaur,12,Math,56
36214,Devansh Krishnan,12,Math,59
36215,Pallavi Choudhary,11,English,87
36216,Tanya Desai,12,Computer Science,69
36217,Sanya Kumar,9,History,65
36218,Manav Joshi,10,English,47
36219,Ananya Shah,10,Computer Science,47
36220,Aryan Kulkarni,9,Science,92
36221,Nikhil Kaur,9,Geography,98
36222,Karan Bose,11,Math,49
36223,Sameer Malhotra,12,English,65
36224,Riya Agarwal,9,Geography,37
36225,Anjali Singh,9,Math,81
36226,Vikram Kumar,9,Math,75
36227,Arjun Thakur,9,Math,85
36228,Arjun Bose,9,Math,50
36229,Gaurav Kapoor,12,History,41
36230,Riya Menon,9,Computer Science,50
36231,Aryan Kulkarni,9,English,72
36232,Manav Verma,10,Science,76
36233,Divya Saxena,12,Science,45
36234,Ishita Trivedi,10,Computer Science,44
36235,Yash Krishnan,10,Science,52
36236,Divya Saxena,9,Computer Science,74
36237,Rahul Bhat,9,Geography,38
36238,Rohan Nambiar,12,Geography,79
36239,Dhruv Verma,10,Math,81
36240,Pallavi Kulkarni,9,Math,94
36241,Kabir Malhotra,11,Computer Science,97
36242,Nikhil Verma,10,English,78
36243,Meera Trivedi,12,Math,86
36244,Kabir Shah,9,Computer Science,36
36245,Manav Saxena,12,History,41
36246,Manav Chauhan,9,Computer Science,69
36247,Vikram Krishnan,11,History,44
36248,Amit Shah,9,Geography,85
36249,Sanya Patel,9,History,95
36250,Aryan Malhotra,9,Math,68
36251,Pooja Krishnan,10,English,50
36252,Sanya Verma,10,Computer Science,56
36253,Priya Choudhary,9,Geography,84
36254,Siddharth Shah,11,Computer Science,83
36255,Rohan Nambiar,10,English,56
36256,Siddharth Malhotra,10,History,49
36257,Kabir Kulkarni,10,Computer Science,65
36258,Riya Thakur,10,Computer Science,42
36259,Vikram Bose,10,Math,43
36260,Rohan Bhat,11,English,35
36261,Sara Mehta,12,History,58
36262,Rajesh Krishnan,11,Geography,51
36263,Karan Krishnan,10,English,51
36264,Neha Choudhary,11,Science,71
36265,Pooja Kaur,10,Science,89
36266,Rohan Chauhan,9,Computer Science,43
36267,Vikram Patel,11,History,98
36268,Amit Verma,10,Science,94
36269,Simran Patel,12,Computer Science,49
36270,Aditya Menon,10,Science,42
36271,Sneha Bhat,10,Computer Science,38
36272,Karan Verma,12,Geography,54
36273,Sameer Shah,9,Computer Science,90
36274,Meera Pillai,10,Geography,91
36275,Tanya Chauhan,9,History,83
36276,Rohan Rao,10,Geography,100
36277,Devansh Sharma,11,Math,62
36278,Karan Pillai,10,Science,99
36279,Sara Trivedi,12,Science,43
36280,Aarohi Kapoor,12,History,55
36281,Vikram Trivedi,9,Computer Science,81
36282,Vivek Mehta,12,Computer Science,91
36283,Karan Kapoor,9,History,51
36284,Vikram Kaur,12,Science,77
36285,Rohan Agarwal,9,History,99
36286,Riya Bhat,12,History,90
36287,Kavya Saxena,11,Math,45
36288,Vivek Agarwal,11,Geography,57
36289,Sneha Kulkarni,12,English,63
36290,Ishita Desai,10,Geography,75
36291,Yash Agarwal,10,History,87
36292,Rahul Thakur,9,Math,72
36293,Aditi Bose,12,Math,51
36294,Amit Mehta,9,Geography,59
36295,Karan Nair,12,English,77
36296,Anjali Nair,11,Math,73
36297,Karan Bhat,9,Geography,89
36298,Ananya Pillai,12,Math,68
36299,Shreya Desai,10,Math,90
36300,Priya Gupta,10,Math,44
36301,Devansh Saxena,11,History,74
36302,Aditya Singh,11,Science,35
36303,Devansh Reddy,9,Computer Science,70
36304,Ishita Mehta,11,Computer Science,50
36305,Aditya Kumar,11,English,46
36306,Shreya Trivedi,9,English,98
36307,Rajesh Pillai,10,English,62
36308,Rahul Joshi,10,Science,53
36309,Tanya Joshi,12,Science,76
36310,Aditi Kulkarni,11,History,53
36311,Tanya Malhotra,12,Math,38
36312,Vivek Choudhary,9,History,87
36313,Arjun Gupta,12,Math,63
36314,Vivek Desai,11,Math,70
36315,Kabir Shah,11,Science,90
36316,Rahul Desai,9,Science,38
36317,Amit Joshi,11,Geography,92
36318,Vivek Shah,9,Science,91
36319,Neha Malhotra,11,Science,46
36320,Simran Mehta,11,Math,79
36321,Ananya Menon,10,Geography,82
36322,Meera Gupta,11,History,55
36323,Sanya Sharma,9,Geography,92
36324,Priya Sharma,9,Geography,96
36325,Rajesh Verma,9,English,98
36326,Simran Kaur,9,History,56
36327,Aarohi Kaur,9,English,50
36328,Vikram Kulkarni,10,Science,52
36329,Nisha Malhotra,11,English,78
36330,Yash Thakur,12,History,58
36331,Aryan Thakur,9,Math,54
36332,Siddharth Kaur,11,Science,80
36333,Ishita Joshi,10,Math,67
36334,Gaurav Bose,11,Math,67
36335,Vivek Thakur,10,Computer Science,96
36336,Divya Trivedi,9,History,70
36337,Sneha Kaur,9,Computer Science,85
36338,Yash Desai,9,English,90
36339,Dhruv Kulkarni,11,Science,52
36340,Aditi Shah,10,Science,81
36341,Manav Nambiar,9,Geography,74
36342,Aarohi Kulkarni,12,Computer Science,68
36343,Aditya Verma,11,History,99
36344,Manav Iyer,12,English,68
36345,Shreya Patel,12,History,87
